,300,300,300,300,300,300,,420,420,420,420,420,420,,540,540,540,540,540,540,,660,660,660,660,660,660,,780,780,780,780,780,780,,900,900,900,900,900,900,,1020,1020,1020,1020,1020,1020,,1140,1140,1140,1140,1140,1140,,1260,1260,1260,1260,1260,1260,,1380,1380,1380,1380,1380,1380,,1500,1500,1500,1500,1500,1500
34,3.0372509,151,6.15E-04,178,3.47E-04,153,,5.5028357,204,8.39E-04,239,4.52E-04,206,,9.3169328,257,0.0014346,302,7.06E-04,259,,16.1674185,311,0.0022437,373,0.0011049,316,,22.4701242,379,0.0027241,447,0.0014633,382,,30.7677359,439,0.0041997,520,0.0019795,443,,32.7008829,496,0.0056038,582,0.0022593,498,,40.9030929,561,0.0067081,649,0.0028751,561,,50.888865,611,0.0085014,711,0.0034142,616,,62.1262961,686,0.0112034,803,0.0041062,688,,73.087513,727,0.0124943,857,0.0048388,733
35,2.7836196,151,7.74E-04,178,3.33E-04,153,,5.1007397,204,8.95E-04,239,4.62E-04,206,,9.3428522,257,0.0015965,302,6.91E-04,259,,14.0606907,312,0.0021572,373,0.0011489,316,,20.600517,378,0.0027615,447,0.0014926,382,,31.0927489,439,0.0038309,520,0.001962,443,,31.6956605,496,0.0114397,582,0.0028204,498,,42.4017584,561,0.0074491,649,0.0029077,561,,51.2805284,612,0.0093552,711,0.0041466,616,,58.9471985,687,0.010974,803,0.0043629,688,,78.1277448,727,0.0129499,857,0.0053236,733
36,2.7656494,152,4.99E-04,178,2.71E-04,153,,5.8215395,204,8.58E-04,239,4.56E-04,206,,8.4397679,257,0.0014179,302,6.89E-04,259,,14.5654393,313,0.0025201,373,0.001154,316,,21.3613861,378,0.0027623,447,0.0018565,382,,29.8884002,439,0.0040431,520,0.0018829,443,,38.9753054,496,0.0048967,582,0.003231,498,,44.826838,561,0.0066319,649,0.002918,561,,54.030812,611,0.0085377,711,0.0034486,616,,59.3047615,687,0.0110431,803,0.0048871,688,,74.7961178,728,0.013297,857,0.0048247,733
37,2.8993978,151,6.19E-04,178,3.02E-04,153,,5.2101624,204,8.83E-04,239,4.52E-04,206,,8.8250248,256,0.0017457,302,7.32E-04,259,,17.929725,311,0.0021902,373,0.0011327,316,,23.7408695,379,0.0029007,447,0.0014295,382,,28.0525578,439,0.0038532,520,0.0022764,443,,35.2623618,496,0.0078645,582,0.0023532,498,,42.3407083,560,0.0071988,649,0.0029608,561,,53.1288879,612,0.0086687,711,0.0036202,616,,56.7978778,687,0.0113948,803,0.0040657,688,,74.7543974,727,0.0124622,857,0.0048445,733
38,3.2542067,151,5.99E-04,178,3.68E-04,153,,5.6408536,204,8.37E-04,239,4.56E-04,206,,9.0473242,257,0.0014608,302,7.02E-04,259,,14.0016371,312,0.0021274,373,9.66E-04,316,,18.6200643,379,0.0039064,447,0.0014284,382,,26.5639591,439,0.0040791,520,0.0019574,443,,34.5283595,496,0.0056077,582,0.0022384,498,,41.2017122,560,0.0074321,649,0.0030582,561,,51.4756289,612,0.0085878,711,0.0036029,616,,64.046869,687,0.0115069,803,0.004255,688,,78.5835349,727,0.013167,857,0.004911,733
39,2.965496,150,6.84E-04,178,3.88E-04,153,,5.7111141,204,8.61E-04,239,4.83E-04,206,,8.8424694,257,0.0013732,302,6.92E-04,259,,16.7411294,311,0.0023115,373,0.0011241,316,,21.7739736,379,0.0034274,447,0.0013797,382,,29.0149535,439,0.0040972,520,0.0019429,443,,36.8427826,496,0.0051975,582,0.0034149,498,,47.6307513,561,0.0076598,649,0.0028718,561,,51.0759623,611,0.008838,711,0.0037975,616,,57.9443808,687,0.0109496,803,0.0043,688,,75.6666767,727,0.0130329,857,0.004879,733
40,2.8957207,151,5.41E-04,178,3.23E-04,153,,5.3166372,204,8.49E-04,239,4.70E-04,206,,8.9330432,257,0.0014515,302,7.12E-04,259,,15.8552946,312,0.0022212,373,0.0014357,316,,20.5257437,379,0.0041073,447,0.0014462,382,,33.20994,439,0.0053767,520,0.001791,443,,36.3008334,496,0.0065426,582,0.0053921,498,,41.1755671,561,0.0065005,649,0.0028422,561,,51.7144558,611,0.0085333,711,0.0035472,616,,58.0555793,686,0.01114,803,0.0041549,688,,69.4547883,727,0.0121933,857,0.0047926,733
41,3.1349709,152,5.48E-04,178,3.35E-04,153,,5.7219348,204,8.45E-04,239,4.99E-04,206,,8.6497771,257,0.0013547,302,7.23E-04,259,,15.252452,314,0.0028088,373,0.0010577,316,,19.7989102,379,0.0027388,447,0.0014126,382,,28.6666482,439,0.0047763,520,0.0017196,443,,32.5839269,496,0.0072703,582,0.002375,498,,40.8070349,560,0.0070881,649,0.0029576,561,,57.716381,610,0.008581,711,0.0034691,616,,65.7127982,686,0.010873,803,0.0043058,688,,69.1012633,728,0.0122285,857,0.0046218,733
42,2.7982985,152,6.09E-04,178,3.35E-04,153,,5.7203478,204,8.94E-04,239,4.57E-04,206,,8.8608765,257,0.0014011,302,7.18E-04,259,,14.4715908,311,0.0023673,373,0.0012579,316,,20.0396381,379,0.0029476,447,0.0015009,382,,29.6514081,439,0.0040156,520,0.0023281,443,,34.0208753,496,0.0052188,582,0.0023275,498,,42.2771696,561,0.0071101,649,0.002942,561,,55.566415,611,0.0085498,711,0.0035054,616,,63.3643499,687,0.0105361,803,0.0043482,688,,74.7395281,727,0.0128822,857,0.0047215,733
43,2.9935337,151,5.80E-04,178,2.84E-04,153,,5.2269212,204,8.58E-04,239,4.62E-04,206,,8.5018791,257,0.0014032,302,7.02E-04,259,,15.7839859,312,0.0022644,373,9.94E-04,316,,24.1887951,379,0.0029251,447,0.0014006,382,,27.6755731,439,0.0044598,520,0.0017738,443,,32.054187,497,0.005448,582,0.0026795,498,,41.1187506,561,0.0069288,649,0.0029471,561,,54.5636965,611,0.0090301,711,0.0033687,616,,60.2678132,686,0.0102709,803,0.0041518,688,,73.6219233,727,0.0129085,857,0.004784,733
44,2.9098628,151,5.25E-04,178,2.85E-04,153,,5.4826326,204,9.04E-04,239,5.60E-04,206,,8.894448,257,0.0014847,302,7.76E-04,259,,16.277385,313,0.0024944,373,0.0010118,316,,21.7867038,380,0.0033544,447,0.002037,382,,26.9604726,439,0.0039562,520,0.0018141,443,,36.511767,496,0.0052286,582,0.0032028,498,,41.1419708,561,0.0072645,649,0.0031687,561,,52.3696583,611,0.008482,711,0.0039624,616,,57.9745926,687,0.0108016,803,0.0044319,688,,84.8307805,727,0.0127185,857,0.0052962,733
45,3.0267428,151,6.57E-04,178,3.25E-04,153,,5.5380021,204,9.08E-04,239,4.52E-04,206,,8.9066708,257,0.0014519,302,6.94E-04,259,,15.1781121,314,0.0023726,373,0.0011367,316,,19.9991756,379,0.0028346,447,0.0015442,382,,27.1345364,439,0.0042129,520,0.0017703,443,,34.4682638,496,0.0055366,582,0.0022835,498,,42.7340282,560,0.0073622,649,0.0033715,561,,50.8089334,610,0.0093512,711,0.0039021,616,,60.2221006,686,0.0106286,803,0.0051087,688,,76.0921746,727,0.0126347,857,0.0051142,733
46,3.2425056,152,5.87E-04,178,2.92E-04,153,,5.3218682,204,9.17E-04,239,4.72E-04,206,,9.4542106,256,0.0013855,302,6.97E-04,259,,15.3361757,310,0.0022207,373,0.0010394,316,,19.7263658,379,0.0029838,447,0.0013739,382,,30.2303851,439,0.0039563,520,0.0018524,443,,36.6379863,496,0.0060406,582,0.0023183,498,,41.1060419,561,0.0076385,649,0.003717,561,,60.9247516,610,0.0082786,711,0.0034945,616,,57.4096433,687,0.010555,803,0.0050252,688,,75.3749814,727,0.0129746,857,0.0049706,733
47,3.4222134,151,5.90E-04,178,3.50E-04,153,,5.4590776,204,9.06E-04,239,4.96E-04,206,,8.8769151,257,0.0013633,302,7.24E-04,259,,14.7130851,312,0.0022127,373,0.0010088,316,,21.7380575,379,0.0028386,447,0.0013958,382,,30.432836,439,0.00433,520,0.0019439,443,,31.5905391,496,0.0050602,582,0.0023827,498,,41.689945,560,0.007127,649,0.0034262,561,,51.8948355,610,0.0087424,711,0.0033377,616,,59.4020306,687,0.0104752,803,0.0042845,688,,70.7434227,727,0.0124706,857,0.004827,733
48,2.884305,151,5.19E-04,178,2.79E-04,153,,5.6008758,204,8.80E-04,239,4.51E-04,206,,9.0422575,257,0.001393,302,7.19E-04,259,,14.57228,314,0.0020542,373,0.0010017,316,,19.5178263,379,0.0038973,447,0.0018427,382,,27.2633191,439,0.0038121,520,0.001836,443,,31.3446878,496,0.0057646,582,0.0023456,498,,42.3415507,561,0.0076782,649,0.0027698,561,,53.9872722,613,0.0093351,711,0.003436,616,,61.0997717,687,0.0104808,803,0.0042128,688,,76.0901069,727,0.0127563,857,0.0047861,733
49,3.1673353,152,5.58E-04,178,2.71E-04,153,,5.7492203,204,8.82E-04,239,4.50E-04,206,,9.0783739,257,0.0013622,302,6.88E-04,259,,14.1330996,314,0.0021543,373,0.001121,316,,23.1600153,378,0.0027679,447,0.0014312,382,,27.5784181,439,0.0045158,520,0.0019324,443,,33.1575588,497,0.0057038,582,0.0023051,498,,42.8743021,561,0.0077085,649,0.0028766,561,,49.7904162,612,0.0091328,711,0.0035385,616,,58.4024933,687,0.0114785,803,0.004091,688,,75.0554829,728,0.0118632,857,0.0048566,733
50,2.8656245,151,6.30E-04,178,3.07E-04,153,,5.0400094,204,8.67E-04,239,4.35E-04,206,,8.9550906,257,0.0013583,302,6.90E-04,259,,13.7441601,313,0.002081,373,0.0010143,316,,19.0967204,379,0.0028215,447,0.0014932,382,,27.7095468,439,0.0047722,520,0.0024536,443,,33.3752678,496,0.005031,582,0.0023025,498,,42.4574909,561,0.0068172,649,0.0028817,561,,54.1684407,613,0.0091719,711,0.0034382,616,,58.4084794,687,0.0106333,803,0.0040927,688,,76.8610853,727,0.0120971,857,0.0048658,733
51,3.0473718,151,5.79E-04,178,4.52E-04,153,,5.1760181,204,9.17E-04,239,4.53E-04,206,,8.5955863,257,0.001454,302,7.15E-04,259,,15.2642321,312,0.0021451,373,0.0010133,316,,20.9721588,378,0.0032717,447,0.0015471,382,,26.7515651,438,0.0041191,520,0.0017152,443,,32.7838929,496,0.0051372,582,0.0029291,498,,42.370533,560,0.0068079,649,0.0038516,561,,60.445707,611,0.0082655,711,0.0034462,616,,57.4695967,687,0.0113742,803,0.0041656,688,,71.7594365,727,0.0122164,857,0.0049267,733
52,3.3282806,151,5.15E-04,178,2.80E-04,153,,5.10672,204,0.0014416,239,4.98E-04,206,,8.8110108,256,0.0013867,302,7.05E-04,259,,18.3083159,311,0.002257,373,0.0010091,316,,21.2957796,380,0.0027234,447,0.0014373,382,,30.1534933,439,0.0052203,520,0.0017789,443,,34.2854359,496,0.0058712,582,0.0025601,498,,41.657344,560,0.0074621,649,0.003152,561,,57.2690222,611,0.0100647,711,0.0036709,616,,60.7635329,687,0.0109432,803,0.0042191,688,,71.8743142,728,0.0128314,857,0.0047994,733
53,2.97049,152,5.40E-04,178,2.97E-04,153,,5.4786667,204,8.59E-04,239,4.50E-04,206,,8.8007778,257,0.0013943,302,7.48E-04,259,,15.6806499,312,0.0026977,373,0.0011444,316,,20.2853075,379,0.003941,447,0.0016535,382,,26.5880905,439,0.0051428,520,0.0018524,443,,36.0481683,496,0.0058038,582,0.0027734,498,,42.1752165,560,0.0077551,649,0.0028797,561,,57.6392305,611,0.0095837,711,0.0036345,616,,58.925042,686,0.0109926,803,0.0046697,688,,76.9439688,727,0.0116388,857,0.0046624,733
54,3.2216173,151,6.58E-04,178,2.64E-04,153,,5.6606771,204,8.90E-04,239,4.55E-04,206,,8.5204376,257,0.0013461,302,7.20E-04,259,,14.7607266,313,0.002272,373,9.60E-04,316,,18.5168818,380,0.0028527,447,0.001387,382,,27.0481633,438,0.0043113,520,0.0019849,443,,36.2434435,496,0.0052847,582,0.0027609,498,,41.0168914,560,0.007272,649,0.0028733,561,,56.4190289,611,0.008463,711,0.0034739,616,,57.743574,687,0.0102969,803,0.0042406,688,,77.3445825,727,0.0115828,857,0.0048473,733
55,3.3114578,151,6.20E-04,178,2.70E-04,153,,5.1598153,204,8.91E-04,239,4.85E-04,206,,9.1382469,257,0.0013884,302,7.01E-04,259,,15.0695895,311,0.002582,373,9.90E-04,316,,24.1415612,379,0.0027314,447,0.0014729,382,,27.3419549,439,0.0046117,520,0.0018533,443,,34.3843454,496,0.0062181,582,0.0036317,498,,45.2467558,561,0.007124,649,0.003069,561,,50.3788014,612,0.0082193,711,0.0035864,616,,57.7198586,687,0.0108149,803,0.0042317,688,,77.8723303,727,0.0117972,857,0.0046207,733
56,2.9853667,151,0.0010293,178,5.61E-04,153,,5.449565,204,8.60E-04,239,4.54E-04,206,,8.9276991,257,0.0014901,302,7.18E-04,259,,15.6934667,314,0.0024609,373,0.001013,316,,21.3842579,378,0.002864,447,0.0014202,382,,27.7145546,439,0.0041238,520,0.0017166,443,,37.3938412,496,0.0051856,582,0.0024417,498,,40.4937395,560,0.007006,649,0.0038884,561,,51.407782,610,0.011959,711,0.0047308,616,,57.8366618,687,0.0113184,803,0.0042962,688,,75.6766668,727,0.0116866,857,0.0048797,733
57,3.1645567,152,5.43E-04,178,3.03E-04,153,,5.7419646,204,8.64E-04,239,4.52E-04,206,,8.9362535,257,0.0013978,302,7.19E-04,259,,15.6916806,311,0.0022638,373,9.88E-04,316,,19.474332,379,0.0029114,447,0.0014394,382,,26.7769469,439,0.0049953,520,0.0021269,443,,35.3027712,497,0.0058579,582,0.0025962,498,,41.2734858,560,0.0072246,649,0.0031801,561,,52.8884852,611,0.0084596,711,0.0034087,616,,57.6988247,686,0.0102559,803,0.0041183,688,,74.5659191,726,0.0119036,857,0.0052473,733
58,3.1154709,152,5.72E-04,178,3.17E-04,153,,5.314908,204,8.33E-04,239,4.54E-04,206,,9.3483035,257,0.0014549,302,6.83E-04,259,,15.6991343,312,0.0022835,373,0.0010316,316,,21.5313604,379,0.002698,447,0.001617,382,,28.4627052,439,0.0048455,520,0.0021197,443,,36.0279692,497,0.005613,582,0.0028286,498,,41.021625,561,0.0074054,649,0.0030068,561,,52.2838002,612,0.0085266,711,0.0035039,616,,58.1087471,687,0.0115102,803,0.0043539,688,,78.1692681,727,0.0121436,857,0.0054976,733
59,2.983705,151,5.71E-04,178,3.00E-04,153,,5.9455097,204,8.45E-04,239,4.42E-04,206,,8.8567576,256,0.0014892,302,7.17E-04,259,,17.4938264,313,0.0021262,373,0.0010807,316,,19.8248772,379,0.0031207,447,0.0014215,382,,29.7547466,439,0.0053016,520,0.0022438,443,,36.2841905,496,0.0054727,582,0.0023305,498,,41.263028,560,0.0067486,649,0.0029698,561,,54.8056142,611,0.0083023,711,0.0033694,616,,57.377651,687,0.0116769,803,0.004836,688,,78.7131247,727,0.0114073,857,0.0050611,733
60,2.780801,151,5.88E-04,178,2.56E-04,153,,5.5076624,204,8.41E-04,239,4.56E-04,206,,8.7577148,257,0.0016245,302,7.10E-04,259,,14.4907685,314,0.0020189,373,9.89E-04,316,,19.7583966,379,0.0027937,447,0.0014096,382,,25.8248256,438,0.0048946,520,0.0017632,443,,38.0002557,496,0.005441,582,0.0024791,498,,42.3231701,561,0.0071425,649,0.0029203,561,,51.5842139,612,0.0082206,711,0.0033529,616,,58.1286374,686,0.010365,803,0.0038158,688,,70.2916451,728,0.0121532,857,0.0047762,733
61,2.8872578,151,5.39E-04,178,3.20E-04,153,,5.1476316,204,8.75E-04,239,4.52E-04,206,,8.6805168,257,0.0013853,302,6.88E-04,259,,15.3684731,313,0.0021517,373,9.76E-04,316,,22.5904125,379,0.0030175,447,0.0022109,382,,27.1136489,439,0.0042403,520,0.0018438,443,,33.9041577,496,0.0050564,582,0.0024004,498,,40.4839045,561,0.0076838,649,0.0031369,561,,50.5752107,610,0.0082928,711,0.0034613,616,,59.400223,686,0.0107308,803,0.0044658,688,,75.5224204,727,0.0129075,857,0.0050017,733
62,3.050998,152,6.52E-04,178,2.58E-04,153,,5.1039876,204,8.44E-04,239,4.51E-04,206,,8.8921124,257,0.0013935,302,6.89E-04,259,,14.4625809,313,0.0020679,373,0.0010031,316,,20.4058097,379,0.0028476,447,0.0016336,382,,25.87264,439,0.0044486,520,0.0018328,443,,35.9952018,496,0.0060785,582,0.002426,498,,40.974683,561,0.0068567,649,0.0035574,561,,51.8157587,611,0.0084394,711,0.0034353,616,,59.8872977,687,0.0110176,803,0.0041439,688,,73.9827225,727,0.0119323,857,0.0053954,733
63,2.745072,152,5.98E-04,178,2.80E-04,153,,5.3555301,204,8.73E-04,239,4.39E-04,206,,9.0611374,257,0.0013927,302,6.95E-04,259,,14.4354627,314,0.0019989,373,0.0010176,316,,21.1725575,380,0.0032117,447,0.0013273,382,,27.3267951,439,0.004654,520,0.0022822,443,,34.9770677,496,0.0057591,582,0.0022866,498,,41.0176339,561,0.0071689,649,0.0034072,561,,52.3769572,611,0.0087348,711,0.0035062,616,,58.8140167,687,0.0108347,803,0.0041917,688,,81.1186667,727,0.0126501,857,0.0048565,733
64,2.8157473,151,5.51E-04,178,2.56E-04,153,,5.74719,204,8.55E-04,239,4.50E-04,206,,10.2248991,257,0.0013472,302,6.84E-04,259,,13.4126069,314,0.0020747,373,0.0010194,316,,21.5007805,379,0.0029109,447,0.001436,382,,31.153401,439,0.0038308,520,0.0019815,443,,32.0968173,496,0.0060139,582,0.0023265,498,,46.7279532,561,0.0079756,649,0.0031326,561,,52.4660194,611,0.0082722,711,0.003699,616,,58.453921,687,0.0109036,803,0.0044493,688,,83.2012831,727,0.0127929,857,0.0047649,733
65,2.9353596,152,5.77E-04,178,2.86E-04,153,,5.4825652,205,8.50E-04,239,4.51E-04,206,,9.0219678,257,0.0014416,302,6.92E-04,259,,13.7408485,314,0.0019925,373,0.0010303,316,,23.5799598,378,0.0028533,447,0.0015278,382,,27.6026218,438,0.0040115,520,0.0018423,443,,33.6468229,496,0.0055253,582,0.0022811,498,,41.8848858,560,0.0069183,649,0.0030069,561,,48.6334107,612,0.0090622,711,0.0035938,616,,61.7038169,687,0.0104611,803,0.0043757,688,,74.0599551,727,0.0118505,857,0.0047059,733
66,2.9994363,151,5.97E-04,178,2.95E-04,153,,5.4615041,205,8.78E-04,239,4.48E-04,206,,9.4312638,257,0.0013694,302,6.86E-04,259,,14.3525857,313,0.0022125,373,0.0010052,316,,19.6079578,380,0.0027876,447,0.0015743,382,,27.8012112,438,0.0040676,520,0.0017341,443,,33.3762548,497,0.0049389,582,0.0023376,498,,41.4962042,561,0.007704,649,0.0028959,561,,51.9830586,611,0.0084521,711,0.0035109,616,,62.8232256,686,0.01104,803,0.0040494,688,,73.9606937,727,0.012343,857,0.0048419,733
67,3.0529015,152,5.11E-04,178,3.23E-04,153,,5.7990675,204,8.32E-04,239,4.38E-04,206,,8.4917576,257,0.0013676,302,7.92E-04,259,,14.6612509,312,0.0020431,373,0.0011278,316,,21.8424084,379,0.0029837,447,0.0013827,382,,26.6898865,439,0.0040067,520,0.0017746,443,,36.5076761,496,0.0048924,582,0.003178,498,,40.826384,561,0.0070513,649,0.0029787,561,,59.0766,611,0.0095406,711,0.003542,616,,62.4265565,686,0.0102627,803,0.0046435,688,,77.206393,727,0.0123462,857,0.0053518,733
68,2.8849464,152,5.31E-04,178,3.20E-04,153,,5.4369239,204,8.36E-04,239,4.91E-04,206,,9.9770936,257,0.0014096,302,8.15E-04,259,,14.9586432,312,0.0020426,373,9.96E-04,316,,19.3716041,379,0.0029798,447,0.0013905,382,,25.9993711,439,0.0040502,520,0.0018361,443,,33.1100018,496,0.0055161,582,0.0022861,498,,41.9703356,561,0.0065268,649,0.0027611,561,,53.1832925,611,0.0087198,711,0.00333,616,,63.8369754,687,0.0102903,803,0.0042017,688,,86.185545,727,0.0124662,857,0.0050591,733
69,2.9188405,151,8.91E-04,178,3.22E-04,153,,5.2546061,204,8.95E-04,239,4.49E-04,206,,8.7526851,257,0.0013887,302,7.88E-04,259,,15.4310046,312,0.0020281,373,0.0010629,316,,20.5059803,379,0.0034235,447,0.001899,382,,25.8686433,439,0.0039592,520,0.0019774,443,,33.2661725,496,0.005105,582,0.0029173,498,,42.0361909,561,0.0073024,649,0.0029474,561,,52.8537137,611,0.0081564,711,0.003298,616,,64.0236713,686,0.010597,803,0.0044531,688,,74.898211,727,0.0119033,857,0.0052929,733
